unique_id,name,phone,twitter,location,canon_url,categories,verified,stats,likes,dislike,ok,rating,photos,reasons,tips,short_url,timezone,listed,attributes
4d598c9024466ea809ab789f,Ozo Coffee,3036454885,ozocoffee,"['1015 Pearl St (btwn 10th & 11th)', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/ozo-coffee/4d598c9024466ea809ab789f,Coffee Shop,False,93,254,False,False,8.3,269,1,93,http://4sq.com/e84WWx,America/Denver,112,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}, {'type': 'payments', 'name': 'Credit Cards', 'summary': 'Credit Cards', 'count': 7, 'items': [{'displayName': 'Credit Cards', 'displayValue': 'Yes (incl. American Express)'}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'summary': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'Yes'}]}, {'type': 'wifi', 'name': 'Wi-Fi', 'summary': 'Wi-Fi', 'count': 1, 'items': [{'displayName': 'Wi-Fi', 'displayValue': 'Yes'}]}, {'type': 'serves', 'name': 'Menus', 'summary': 'Breakfast', 'count': 8, 'items': [{'displayName': 'Breakfast', 'displayValue': 'Breakfast'}]}]}"
57ae2a93cd10520766aa6912,Kalita Grill Greek Café,3034430596,kalitagrillco,"['2426 Arapahoe Ave (Araphoe & Folsoim)', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/kalita-grill-greek-caf%C3%A9/57ae2a93cd10520766aa6912,Greek Restaurant,True,10,0,False,False,NaN,7,0,10,http://4sq.com/2aSgupf,America/Denver,2,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$$', 'priceTier': 2}]}, {'type': 'reservations', 'name': 'Reservations', 'count': 3, 'items': [{'displayName': 'Reservations', 'displayValue': 'No'}]}, {'type': 'payments', 'name': 'Credit Cards', 'summary': 'Credit Cards', 'count': 7, 'items': [{'displayName': 'Credit Cards', 'displayValue': 'Yes'}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'No'}]}, {'type': 'wifi', 'name': 'Wi-Fi', 'summary': 'Wi-Fi', 'count': 1, 'items': [{'displayName': 'Wi-Fi', 'displayValue': 'Yes'}]}, {'type': 'serves', 'name': 'Menus', 'summary': 'Lunch & Dinner', 'count': 8, 'items': [{'displayName': 'Lunch', 'displayValue': 'Lunch'}, {'displayName': 'Dinner', 'displayValue': 'Dinner'}]}, {'type': 'diningOptions', 'name': 'Dining Options', 'summary': 'Delivery', 'count': 5, 'items': [{'displayName': 'Delivery', 'displayValue': 'Delivery'}]}]}"
4c4af234bad7a593f7fc24ab,Thyme On The Creek,3034433850,{},"['1345 28th St', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/thyme-on-the-creek/4c4af234bad7a593f7fc24ab,American Restaurant,False,2,0,False,False,NaN,0,0,2,http://4sq.com/9WrNO4,America/Denver,0,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$$', 'priceTier': 2}]}]}"
4ad4a910f964a52088e820e3,Buddha Cafe,7205650506,{},"['2719 Iris Ave (at 28th St.)', 'Boulder, CO 80304', 'United States']",https://foursquare.com/v/buddha-cafe/4ad4a910f964a52088e820e3,Thai Restaurant,False,17,10,False,False,6.8,5,0,17,http://4sq.com/a0l7Aa,America/Denver,6,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$$', 'priceTier': 2}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'summary': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'Yes'}]}, {'type': 'serves', 'name': 'Menus', 'summary': 'Lunch & Dinner', 'count': 8, 'items': [{'displayName': 'Lunch', 'displayValue': 'Lunch'}, {'displayName': 'Dinner', 'displayValue': 'Dinner'}]}, {'type': 'diningOptions', 'name': 'Dining Options', 'summary': 'Delivery', 'count': 5, 'items': [{'displayName': 'Delivery', 'displayValue': 'Delivery'}]}]}"
4d90bba13bfef04dc0cdc986,Candy Shop Hydroponics and Organic Grow Center,3034443355,{},"['2740 Canyon Blvd', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/candy-shop-hydroponics-and-organic-grow-center/4d90bba13bfef04dc0cdc986,Pharmacy,False,0,0,False,False,NaN,0,0,0,http://4sq.com/dIo8mx,America/Denver,0,{'groups': []}
5bef7d853af988002c7dfba2,Osaka's,{},{},"['2460 Canyon (Folsom)', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/osakas/5bef7d853af988002c7dfba2,Japanese Restaurant,False,0,1,False,False,NaN,2,0,0,https://4sq.com/2FoEuTK,America/Denver,0,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$$', 'priceTier': 2}]}, {'type': 'diningOptions', 'name': 'Dining Options', 'summary': 'Delivery', 'count': 5, 'items': [{'displayName': 'Delivery', 'displayValue': 'Delivery'}]}]}"
5919dd9b2bf9a936dedeca49,Subway,{},{},"['Basemar Plaza', 'Boulder, CO 80305', 'United States']",https://foursquare.com/v/subway/5919dd9b2bf9a936dedeca49,Sandwich Place,False,0,0,False,False,6.6,0,0,0,http://4sq.com/2qodiJy,America/Denver,0,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}, {'type': 'diningOptions', 'name': 'Dining Options', 'summary': 'Delivery', 'count': 5, 'items': [{'displayName': 'Delivery', 'displayValue': 'Delivery'}]}]}"
5a5278ddb6eedb42a676fe8d,Honolulu Poke Bar - Johnstown,9706639537,{},"['4918 Thompson Pkwy', 'Johnstown, CO 80534', 'United States']",https://foursquare.com/v/honolulu-poke-bar--johnstown/5a5278ddb6eedb42a676fe8d,Hawaiian Restaurant,True,2,3,False,False,NaN,7,0,2,http://4sq.com/2CADt4X,America/Denver,0,"{'groups': [{'type': 'serves', 'name': 'Menus', 'summary': 'Lunch & Dinner', 'count': 8, 'items': [{'displayName': 'Lunch', 'displayValue': 'Lunch'}, {'displayName': 'Dinner', 'displayValue': 'Dinner'}]}]}"
4b2c4369f964a520d6c424e3,Citron Bistro,3037715800,citronbistro,"['3535 S Yosemite St', 'Denver, CO 80237', 'United States']",https://foursquare.com/v/citron-bistro/4b2c4369f964a520d6c424e3,New American Restaurant,False,32,28,False,False,7.6,38,0,32,http://4sq.com/5auGUF,America/Denver,6,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$$', 'priceTier': 2}]}, {'type': 'payments', 'name': 'Credit Cards', 'summary': 'Credit Cards', 'count': 7, 'items': [{'displayName': 'Credit Cards', 'displayValue': 'Yes (incl. Discover & Visa)'}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'summary': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'Yes'}]}, {'type': 'serves', 'name': 'Menus', 'summary': 'Dinner, Lunch & more', 'count': 8, 'items': [{'displayName': 'Brunch', 'displayValue': 'Brunch'}, {'displayName': 'Lunch', 'displayValue': 'Lunch'}, {'displayName': 'Dinner', 'displayValue': 'Dinner'}]}, {'type': 'drinks', 'name': 'Drinks', 'summary': 'Beer, Full Bar & Cocktails', 'count': 5, 'items': [{'displayName': 'Beer', 'displayValue': 'Beer'}, {'displayName': 'Full Bar', 'displayValue': 'Full Bar'}, {'displayName': 'Cocktails', 'displayValue': 'Cocktails'}]}]}"
5988d259c4df1d5dfa8f52d6,Emmerson,3039539852,emmerson_co,"['1600 Pearl St Ste 100', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/emmerson/5988d259c4df1d5dfa8f52d6,American Restaurant,True,1,12,False,False,8.1,30,0,1,http://4sq.com/2uzVV9c,America/Denver,7,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$$$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$$$', 'priceTier': 3}]}, {'type': 'serves', 'name': 'Menus', 'summary': 'Dinner, Lunch & more', 'count': 8, 'items': [{'displayName': 'Brunch', 'displayValue': 'Brunch'}, {'displayName': 'Lunch', 'displayValue': 'Lunch'}, {'displayName': 'Dinner', 'displayValue': 'Dinner'}]}]}"
5205321a498eacde50ba9b6b,C4C Dining Hall,{},{},"['Boulder, CO', 'United States']",https://foursquare.com/v/c4c-dining-hall/5205321a498eacde50ba9b6b,Diner,False,0,2,False,False,NaN,0,0,0,http://4sq.com/16FjhKO,America/Denver,0,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}]}"
49f4b2ecf964a520386b1fe3,Dot's Diner on the Hill,3034479184,{},"['1333 Broadway St (At University)', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/dots-diner-on-the-hill/49f4b2ecf964a520386b1fe3,Diner,False,16,18,False,False,7.4,25,0,16,http://4sq.com/7Yu0e5,America/Denver,8,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}, {'type': 'reservations', 'name': 'Reservations', 'count': 3, 'items': [{'displayName': 'Reservations', 'displayValue': 'No'}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'No'}]}, {'type': 'wifi', 'name': 'Wi-Fi', 'summary': 'Wi-Fi', 'count': 1, 'items': [{'displayName': 'Wi-Fi', 'displayValue': 'Yes'}]}, {'type': 'serves', 'name': 'Menus', 'summary': 'Lunch, Brunch & more', 'count': 8, 'items': [{'displayName': 'Breakfast', 'displayValue': 'Breakfast'}, {'displayName': 'Brunch', 'displayValue': 'Brunch'}, {'displayName': 'Lunch', 'displayValue': 'Lunch'}]}, {'type': 'diningOptions', 'name': 'Dining Options', 'summary': 'Delivery', 'count': 5, 'items': [{'displayName': 'Delivery', 'displayValue': 'Delivery'}]}]}"
49f2871df964a520436a1fe3,Cheba Hut Toasted Subs,3034133494,{},"['1313 College Ave (College and 13th)', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/cheba-hut-toasted-subs/49f2871df964a520436a1fe3,Sandwich Place,True,13,38,False,False,8.3,42,1,13,http://4sq.com/dv7px7,America/Denver,9,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'No'}]}, {'type': 'serves', 'name': 'Menus', 'summary': 'Lunch & Dinner', 'count': 8, 'items': [{'displayName': 'Lunch', 'displayValue': 'Lunch'}, {'displayName': 'Dinner', 'displayValue': 'Dinner'}]}, {'type': 'drinks', 'name': 'Drinks', 'summary': 'Full Bar & Cocktails', 'count': 5, 'items': [{'displayName': 'Full Bar', 'displayValue': 'Full Bar'}, {'displayName': 'Cocktails', 'displayValue': 'Cocktails'}]}, {'type': 'diningOptions', 'name': 'Dining Options', 'summary': 'Delivery', 'count': 5, 'items': [{'displayName': 'Delivery', 'displayValue': 'Delivery'}]}, {'type': 'restroom', 'name': 'Restroom', 'summary': 'Restroom', 'count': 1, 'items': [{'displayName': 'Restroom', 'displayValue': 'Yes'}]}]}"
559717ef498e9e8ce60e3edb,The Point Cafe,{},{},"['Boulder, CO', 'United States']",https://foursquare.com/v/the-point-cafe/559717ef498e9e8ce60e3edb,Café,False,3,9,False,False,8.4,3,0,3,http://4sq.com/1KC7l0e,America/Denver,3,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}, {'type': 'reservations', 'name': 'Reservations', 'count': 3, 'items': [{'displayName': 'Reservations', 'displayValue': 'No'}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'summary': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'Yes'}]}, {'type': 'wifi', 'name': 'Wi-Fi', 'summary': 'Wi-Fi', 'count': 1, 'items': [{'displayName': 'Wi-Fi', 'displayValue': 'Yes'}]}]}"
4c7a93b493ef236a7cfab20f,Davey's Diner,{},bdwcu,"['1011 Walnut St Ste 200', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/daveys-diner/4c7a93b493ef236a7cfab20f,Diner,True,0,0,False,False,NaN,0,0,0,http://4sq.com/ajoxwP,America/Denver,0,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}]}"
5176d883e4b088d754400510,Jaipur Indian Restaurant,{},{},"['1214 Walnut (Broadway)', 'Boulder, CO 80302', 'United States']",https://foursquare.com/v/jaipur-indian-restaurant/5176d883e4b088d754400510,Indian Restaurant,False,15,23,False,False,7.6,10,0,15,http://4sq.com/11KuW4Z,America/Denver,6,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$$', 'priceTier': 2}]}, {'type': 'reservations', 'name': 'Reservations', 'summary': 'Reservations', 'count': 3, 'items': [{'displayName': 'Reservations', 'displayValue': 'Yes'}]}, {'type': 'payments', 'name': 'Credit Cards', 'summary': 'Credit Cards', 'count': 7, 'items': [{'displayName': 'Credit Cards', 'displayValue': 'Yes'}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'summary': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'Yes'}]}, {'type': 'wifi', 'name': 'Wi-Fi', 'summary': 'Wi-Fi', 'count': 1, 'items': [{'displayName': 'Wi-Fi', 'displayValue': 'Yes'}]}, {'type': 'serves', 'name': 'Menus', 'summary': 'Happy Hour, Dinner & more', 'count': 8, 'items': [{'displayName': 'Lunch', 'displayValue': 'Lunch'}, {'displayName': 'Dinner', 'displayValue': 'Dinner'}, {'displayName': 'Happy Hour', 'displayValue': 'Happy Hour'}]}, {'type': 'drinks', 'name': 'Drinks', 'summary': 'Full Bar & Cocktails', 'count': 5, 'items': [{'displayName': 'Full Bar', 'displayValue': 'Full Bar'}, {'displayName': 'Cocktails', 'displayValue': 'Cocktails'}]}, {'type': 'diningOptions', 'name': 'Dining Options', 'summary': 'Delivery', 'count': 5, 'items': [{'displayName': 'Delivery', 'displayValue': 'Delivery'}]}]}"
4b1acb2ff964a520edf123e3,Tortilleria y Taqueria El Rey,{},{},"['2966 Valmont Rd', 'Boulder, CO 80301', 'United States']",https://foursquare.com/v/tortilleria-y-taqueria-el-rey/4b1acb2ff964a520edf123e3,Mexican Restaurant,False,6,0,False,False,NaN,3,0,6,http://4sq.com/9Wbr9X,America/Denver,2,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}]}"
5c199bb42db4a9002cbb2a17,Steakhouse No. 316,{},{},"['Boulder, CO 80302', 'United States']",https://foursquare.com/v/steakhouse-no-316/5c199bb42db4a9002cbb2a17,Steakhouse,False,1,4,False,False,NaN,1,0,1,https://4sq.com/2EBJnaE,America/Denver,1,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$$$$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$$$$', 'priceTier': 4}]}]}"
56907c54498ef5484938817f,Kilwins,{},{},"['Boulder, CO', 'United States']",https://foursquare.com/v/kilwins/56907c54498ef5484938817f,Ice Cream Shop,False,1,15,False,False,8.5,12,0,1,http://4sq.com/1UDSqFy,America/Denver,2,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}]}"
4c99048cde109eb0ed057c27,Jamba Juice,3034495245,jambajuice,"['1669 Euclid Ave.', 'Boulder, CO 80309', 'United States']",https://foursquare.com/v/jamba-juice/4c99048cde109eb0ed057c27,Juice Bar,True,2,2,False,False,7.1,2,0,2,http://4sq.com/cr64Pi,America/Denver,1,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'No'}]}, {'type': 'diningOptions', 'name': 'Dining Options', 'count': 5, 'items': [{'displayName': 'Delivery', 'displayValue': 'No Delivery'}]}]}"
4b3a5453f964a520c76425e3,Wild Ginger Thai Restaurant,3037941115,{},"['399 W Littleton Blvd', 'Littleton, CO 80120', 'United States']",https://foursquare.com/v/wild-ginger-thai-restaurant/4b3a5453f964a520c76425e3,Thai Restaurant,False,24,48,False,False,9.2,22,1,24,http://4sq.com/5g9jpT,America/Denver,13,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}, {'type': 'payments', 'name': 'Credit Cards', 'summary': 'Credit Cards', 'count': 7, 'items': [{'displayName': 'Credit Cards', 'displayValue': 'Yes (incl. American Express)'}]}, {'type': 'outdoorSeating', 'name': 'Outdoor Seating', 'count': 1, 'items': [{'displayName': 'Outdoor Seating', 'displayValue': 'No'}]}, {'type': 'serves', 'name': 'Menus', 'summary': 'Lunch & Dinner', 'count': 8, 'items': [{'displayName': 'Lunch', 'displayValue': 'Lunch'}, {'displayName': 'Dinner', 'displayValue': 'Dinner'}]}, {'type': 'drinks', 'name': 'Drinks', 'summary': 'Full Bar & Cocktails', 'count': 5, 'items': [{'displayName': 'Full Bar', 'displayValue': 'Full Bar'}, {'displayName': 'Cocktails', 'displayValue': 'Cocktails'}]}, {'type': 'diningOptions', 'name': 'Dining Options', 'count': 5, 'items': [{'displayName': 'Delivery', 'displayValue': 'No Delivery'}]}]}"
4b9af3b0f964a52053e635e3,Papa John's Pizza,7205646262,papajohns,"['3054 28th St (28th Street)', 'Boulder, CO 80301', 'United States']",https://foursquare.com/v/papa-johns-pizza/4b9af3b0f964a52053e635e3,Pizza Place,True,1,1,False,False,6.5,7,0,1,http://4sq.com/c6VQ6j,America/Denver,1,"{'groups': [{'type': 'price', 'name': 'Price', 'summary': '$', 'count': 1, 'items': [{'displayName': 'Price', 'displayValue': '$', 'priceTier': 1}]}]}"
